cve_ent,municipalitie,population,total_cases,cases_rate,cases_rate_last_60_days,total_deaths,deaths_rate,deaths_rate_last_60_days,pct_obesity_up20years,pct_hypertension_up20years,pct_diabetes_up20years
13067,Tezontepec de Aldama,57003,595,1043.8047120327,43.85734084171008,104,182.44653790151395,5.26288090100521,32.93714309391033,17.728933441435494,11.769485582380097
13068,Tianguistengo,16044,33,205.6843679880329,0.0,9,56.09573672400897,0.0,25.80579071236097,17.954493814312034,11.599398690014963
13069,Tizayuca,137165,3010,2194.437356468487,59.05296540662705,424,309.1167571902453,10.935734334560566,47.38729240793935,16.325157920723708,10.981451693420347
13070,Tlahuelilpan,20742,229,1104.040111850352,38.56908687686819,40,192.84543438434096,4.821135859608524,30.36074041321602,19.157136585282235,12.045665671696051
13071,Tlahuiltepa,10933,22,201.22564712338792,9.146620323790358,3,27.43986097137108,0.0,30.560489217467207,20.276353477982823,14.62702730062152
13072,Tlanalapa,11165,213,1907.747424988804,8.956560680698612,29,259.7402597402597,0.0,32.88334318634647,19.373846001974627,12.414495264338253
13073,Tlanchinol,42175,66,156.49081209247186,0.0,17,40.30823947836396,2.3710729104919976,27.586528991492372,15.423148304091916,11.258440853379424
13074,Tlaxcoapan,30727,478,1555.6351091873596,45.56253457870928,87,283.13860773912194,3.2544667556220914,34.61446287363104,18.198352817817465,13.107142234789533
13075,Tolcayuca,17698,329,1858.9671149282403,16.951067917278788,65,367.2731382077071,5.650355972426263,33.38817465600388,17.56618670525735,11.68651543430906
13076,Tula de Allende,118824,2150,1809.3987746583184,46.28694539823605,374,314.7512287080051,5.049484952534841,39.66178201896226,19.664321535627696,14.841493196809983
13077,Tulancingo de Bravo,169624,2776,1636.560864028675,34.782813752770835,457,269.4194217799368,5.895392161486582,29.98411989309012,18.258777946395735,13.2288406591217
13078,Xochiatipan,21234,24,113.02627860977678,0.0,6,28.256569652444195,0.0,23.36063959460352,15.600237171832593,11.929744166499399
13079,Xochicoatlan,8289,18,217.15526601520088,24.128362890577872,4,48.256725781155744,0.0,29.41242201791805,21.860912541563124,13.77379336413861
